expenseId,budgetId,name,amount,type,date,to,note
2264,487,"ERmRZw",453.65,"clothing",2020-11-27,"lyePwK","diXbEQMGCr"
2265,218,"zdCODl",219.83,"clothing",2020-12-11,"LHmsQQ","UHpBpRcciy"
2266,282,"kpENRV",188.5,"clothing",2017-01-06,"eqriJT","gQNLLNlqhF"
2267,123,"eZTfch",81.22,"clothing",2019-04-10,"XQfpxM","pjEXmRaTVg"
2268,39,"hHXFal",105.78,"other",2011-07-18,"vEQmcv","ugyLFpXuLR"
2269,388,"sjeGFI",473.41,"entertainment",2014-09-20,"EAnPPE","hFCPSvUBHz"
2270,128,"HeAPdb",365.58,"gas",2009-11-14,"RJuzwm","vOSVxLatKV"
2271,230,"VvKqqO",250.77,"clothing",2009-02-04,"beJvSj","vzUbOOWyyB"
2272,81,"FhHnZz",57.7,"rent",2008-04-05,"ZmzlaQ","hyIhEPRjjv"
2273,86,"RdnmUJ",47.46,"groceries",2012-02-26,"dFgWoO","ZRNgNUhpUm"
2274,581,"IosuYl",18.17,"entertainment",2014-12-24,"rVUMfd","sKijhQbDVx"
2275,280,"UDQqVf",318.55,"gas",2018-05-21,"hTtfzj","wViBzNZnIt"
2276,319,"Xdqjcs",168.22,"entertainment",2021-02-11,"HUjRui","gFVwiIHEzM"
2277,337,"ZKMMSI",161.42,"groceries",2018-07-17,"ZlVSsr","BOlNjFpcqD"
2278,147,"uhlTts",126.75,"gas",2011-12-30,"feLveN","moLFVGdvlc"
2279,637,"nCCAIc",81.87,"clothing",2015-11-06,"ZBoxXu","BYjVUcfaDh"
2280,620,"GAOVbS",141.56,"rent",2010-07-31,"ZguEcO","eJLeRRnvYW"
2281,786,"OwpTIq",288.93,"rent",2013-10-28,"HfOzMs","VWTOADzifg"
2282,238,"TcoErb",256.56,"gas",2012-01-14,"ubsfNO","XFDLvzaLQg"
2283,82,"JoXYrN",496.25,"rent",2012-12-24,"nxRCjY","jfMWXiBbwE"
2284,433,"jRrWmZ",50.58,"groceries",2017-09-03,"CZCICn","rprqWnTPdF"
2285,512,"aJmaHF",276.92,"rent",2020-01-21,"ATJNMl","nCjFFGeirA"
2286,736,"vaGQpr",197.11,"gas",2020-04-29,"RLGWpK","EEgqPRldpR"
2287,427,"KnzZfy",250.07,"rent",2014-08-05,"gJlBPn","FnLdfbecUk"
2288,888,"KyYfgu",398.52,"entertainment",2013-08-08,"FtIeqR","SFCimqURDG"
2289,396,"UboJgO",123.81,"entertainment",2012-02-26,"uTiMAs","YvBYPvGUjH"
2290,318,"SWFkvX",122.36,"clothing",2015-03-29,"LucMRD","VBwIBrWhaL"
2291,734,"ymsxhG",345.61,"groceries",2010-09-28,"QOZoOU","xvrchZqUMw"
2292,561,"HsCjgA",221.68,"other",2019-04-18,"knXifx","AMMarjVjEK"
2293,807,"weULJq",356.37,"groceries",2009-01-12,"sklmPd","OhdycflcuY"
2294,99,"KiCgZW",235.91,"groceries",2013-04-05,"mqPpLQ","VWrkfMhftK"
2295,312,"ImhLvo",257.92,"gas",2013-06-29,"ktCYrF","TVGvHUvoLY"
2296,910,"akeoPb",431.96,"groceries",2012-11-22,"oscXVt","kxCRWZEmfa"
2297,491,"IICJHm",218.77,"other",2016-04-03,"OXjThI","oXUsWLSyKU"
2298,952,"nVhiCY",27.4,"other",2017-11-20,"aYxtGM","IWwsEtlinh"
2299,551,"slOtlt",479.86,"groceries",2015-10-07,"pLpTnU","MGXHlCRgfh"
2300,71,"xRDckl",305.09,"gas",2012-05-22,"GBRXfq","AJdjDFKtjk"
2301,294,"IUieSo",39.53,"clothing",2009-02-25,"sXIZCZ","yJQOWNoIWf"
2302,47,"TzaMld",268.23,"entertainment",2014-02-15,"lRUTZr","HTNckgKmdX"
2303,922,"moRRDz",488.84,"clothing",2008-04-24,"OuMisA","lobSkkZSxh"
2304,422,"qVCqDo",58.9,"rent",2016-02-01,"jyWgpi","JIzSXLNEtW"
2305,687,"LgahlT",329.17,"clothing",2016-11-16,"MTvkxW","hBLYfUnBRE"
2306,840,"iZlixJ",441.85,"gas",2008-08-27,"nUolFo","YGjQOdlWaa"
2307,633,"DklCKc",310.57,"gas",2021-11-14,"pmwchW","hnfXZozjMd"
2308,375,"fFnonK",457.72,"clothing",2014-06-25,"cLjaSx","ryrOWwMkwA"
2309,616,"zCFWgJ",170.62,"groceries",2011-06-21,"WKIJoX","ByqCZIRNJH"
2310,512,"gDEKKo",371.3,"gas",2009-12-06,"nUdAin","BTezobtcuV"
2311,570,"wpTlNm",21.29,"rent",2012-01-27,"XmvmhH","lsryTsnqrq"
2312,91,"OpnRGc",30.77,"clothing",2019-05-22,"uyXNHD","XFOMMTmByn"
2313,588,"MzgbHn",330.67,"entertainment",2018-03-12,"HZuAzT","WwHDHEIaSE"
2314,750,"sJXjJz",43.29,"gas",2012-09-09,"YjRNZR","gQrJrOtMFz"
2315,238,"XLtCFr",411.45,"other",2018-04-01,"YfEgcJ","UpubijeVhL"
2316,426,"sYAjUm",279.2,"entertainment",2019-06-01,"yCCLpR","lBJhglPYGV"
2317,386,"OXjoNf",246.68,"entertainment",2016-12-31,"BHqMvx","gZUYiUgpCa"
2318,508,"wkWkfy",383.04,"entertainment",2016-06-16,"WWczug","vMkUzhSIhS"
2319,280,"hZlzcq",10.56,"groceries",2011-09-21,"OToWlB","UNgaZfhpuJ"
2320,650,"SGWvGG",221.25,"entertainment",2013-08-18,"IeZbrG","nNYFkXnbpo"
2321,324,"uXfNIg",19.82,"clothing",2012-06-04,"ZGpzrc","iAAVUeEHse"
2322,160,"WAOlhZ",230.66,"other",2014-01-09,"AmoOLu","kQTPGyXRXi"
2323,376,"WQxBbr",73.04,"groceries",2016-05-21,"CzvRiq","VYSCfGKvgO"
2324,815,"iunSwF",105.55,"clothing",2015-08-17,"uEqRIc","ZbdtXUjlfs"
2325,692,"cYlfwS",96.83,"groceries",2019-11-10,"xuzook","hDhbMAvLHW"
2326,302,"NNsEiH",444.46,"rent",2013-08-12,"yWOYUL","EqUdNJiRRQ"
2327,18,"mSdPct",115.85,"gas",2008-04-17,"AInKhw","jtOsJMDRUC"
2328,596,"EwvUnB",367.31,"entertainment",2020-11-13,"xRVTTB","zKkKFdprDb"
2329,566,"YFwEJg",226.45,"other",2008-11-24,"IckVPm","ciJVcJvFgt"
2330,52,"LwVeLa",468.52,"gas",2016-06-16,"ePoiUa","nLOSUrfKbM"
2331,945,"cjTLBS",301.27,"groceries",2013-09-20,"MHuOfP","Krqmmzeess"
2332,298,"suBTdE",27.2,"other",2019-05-07,"fMzbfH","ZfuDyeOoYf"
2333,449,"LmHFSQ",317.46,"groceries",2013-01-22,"KCbBPr","OGSyUvCDss"
2334,50,"tVOUYm",158.15,"clothing",2015-11-29,"nNLGXC","GjKCPakPuS"
2335,847,"jWjaDR",481.48,"gas",2009-04-28,"nKVYvk","XxrFUoObNb"
2336,784,"oNlREX",433.66,"gas",2018-12-26,"ocLxcm","vWTycaixMI"
2337,649,"sXGAqn",380.92,"gas",2010-01-25,"sBEWyR","TuzauGgFsQ"
2338,212,"sAqwhH",382.25,"other",2011-02-04,"pXLavQ","yPzOogvodT"
2339,851,"nJsRmy",177.57,"clothing",2010-04-28,"NKxANG","aYfHCkSObT"
2340,962,"tpBFlg",429.78,"other",2015-06-03,"cYnrxr","VEAhxJnwDB"
2341,755,"JwqAwF",102.87,"entertainment",2017-01-23,"fWrqAR","wrXtXKRnOW"
2342,44,"YfGglf",312.2,"rent",2015-11-16,"XJsTzt","zOYqEeMxhz"
2343,485,"VfxJBT",460.5,"gas",2020-07-18,"bDPYgY","JcFmatQaSt"
2344,344,"IgNnJk",56.1,"clothing",2019-01-11,"YGIlYz","TMGjTUwayS"
2345,607,"lvmWAM",278.33,"groceries",2012-09-08,"VfaIEw","LnmhXWLYFF"
2346,116,"IgGdWT",221.29,"other",2008-08-29,"dXNIvP","EGwqNDLjSO"
2347,402,"rhYGxX",142.49,"rent",2012-08-20,"LSNWVg","OSmFifygPZ"
2348,807,"lAnOns",308.33,"clothing",2008-11-16,"Eixeor","GLsuHgBiST"
2349,104,"mATScQ",297.8,"groceries",2010-09-12,"HMWpey","vOoJEIvnju"
2350,382,"HhExjh",260.99,"clothing",2017-08-15,"YvZSgM","LpTiFjPWmm"
2351,327,"yTDffW",190.82,"entertainment",2012-11-19,"tHSeny","KQEihDpJoV"
2352,135,"EgNuVk",139.36,"gas",2020-11-21,"aKoGmM","kfcAHVikaV"
2353,882,"tDOMbr",255.86,"gas",2016-12-20,"VbNpfg","ijQhtnmxov"
2354,242,"EtYwjT",422.68,"gas",2015-01-02,"NKiEXa","mIweCWZTYD"
2355,864,"GDvISC",196.25,"other",2010-12-09,"EPcLcE","MvaQZiFNuV"
2356,579,"VeghRW",137.03,"entertainment",2008-09-28,"qLpvvR","BQQhffqiwV"
2357,437,"NYUZJV",324.08,"entertainment",2008-05-02,"JSqzuM","AhyBtiGzVR"
2358,65,"KMLFfo",496.74,"groceries",2015-12-03,"JmihiA","ugjbjTrDOz"
2359,884,"qRiRKV",435.73,"clothing",2009-06-22,"YqPnVk","MsXHxXhxwF"
2360,523,"AwOQBj",461.43,"gas",2008-03-07,"rPfCbu","XKOXJWdQtm"
2361,253,"rtZXOb",318.26,"clothing",2020-06-23,"VMwRfB","isCDrmguzD"
2362,280,"VYsAgc",391.98,"other",2019-04-25,"XDtbLi","kSIRfkkMop"
2363,336,"TvwdOa",460.66,"rent",2020-09-24,"xdJRwT","cJucyGVTZd"
2364,259,"cSENUT",34.72,"entertainment",2008-04-01,"AYSKCM","GvtVXPIbJT"
2365,574,"cjEBZO",287.97,"gas",2013-06-28,"PRYvMn","NxlpQOExIe"
2366,64,"DgMnyC",214.43,"gas",2010-09-17,"kooNnU","wEvYKAELdm"
2367,555,"YLloeg",118.6,"gas",2009-01-03,"OlQHnd","FiNiOBtDnx"
2368,12,"CvRaIh",177.23,"entertainment",2018-08-10,"PTOeWp","LJYPjBgWmb"
2369,962,"ZZVrbe",309.14,"rent",2017-10-22,"WtqitJ","QLQQqAvktL"
2370,807,"LLiyfa",151.62,"clothing",2012-07-10,"OLKGUP","UIklZelDRE"
2371,176,"MBWmNp",159.13,"gas",2012-06-27,"hDcVhr","hKDccGguOt"
2372,17,"noTSTO",18.78,"clothing",2009-10-05,"ZigyTI","FoHXmQajkn"
2373,59,"nuFkJd",34.27,"groceries",2010-04-08,"itufyW","SZhOWUDhAx"
2374,325,"UWUSqI",105.81,"gas",2014-04-14,"vFOTzd","NOFHCNrmtb"
2375,26,"JBjrsa",361.21,"groceries",2013-01-09,"voRFoZ","CoZjDNnNkb"
2376,15,"IfgcMF",12.38,"gas",2014-11-05,"VFRVQr","PIZMbEOZLR"
2377,445,"prCGAY",410.96,"gas",2015-01-15,"zgTJHy","rzlGmhdqHZ"
2378,378,"ywbwNw",18.48,"clothing",2015-06-27,"dTUcGF","YJFoUwGttI"
2379,469,"tQDLDu",348.48,"other",2009-01-15,"qLTllk","LqXmyitISf"
2380,390,"jJnMyT",191.68,"groceries",2009-03-12,"ZRPOiX","OSBpDTAJQC"
2381,889,"plSJEq",129.7,"other",2021-09-19,"HeyDph","bImMRLqKYL"
2382,893,"IfAHVf",239.4,"groceries",2014-11-16,"zkBFet","HmPJlJyGAu"
2383,341,"MRArEp",66.35,"groceries",2016-07-02,"nWygTZ","EOwvnroBaG"
2384,592,"BtSnpT",191.6,"clothing",2018-04-10,"joqcwt","vCkdjgglRZ"
2385,207,"QRYmHI",159.19,"entertainment",2018-08-17,"BHVGrW","BBwNKfIhvd"
2386,245,"DFzzjC",110.47,"rent",2017-06-25,"FTuDcN","mVduNDTpSa"
2387,246,"BdybpO",49.53,"groceries",2019-11-23,"EgCsDZ","LrEMxjibCB"
2388,558,"dZMzaC",91.76,"gas",2017-04-17,"kYLyhB","eJfCbEzeXl"
2389,650,"gFuGpz",263.73,"other",2016-02-19,"diTnna","MktYWYyFFu"
2390,569,"lhPyMH",56.23,"other",2015-02-20,"aBwnGx","YxAIsfHutk"
2391,195,"TfPCNq",96.87,"groceries",2016-01-15,"sMYhIB","RWTihHJewd"
2392,585,"DzJRvw",318.68,"clothing",2019-08-12,"qTvmoy","IBAAVlgEpo"
2393,152,"EeImoV",104.1,"gas",2012-05-12,"XHxtHv","rBFyVihqRW"
2394,445,"BGAyhN",347.22,"clothing",2020-11-15,"tRLMzY","YXZGYsWpaa"
2395,959,"rVfWdV",282.29,"other",2017-11-03,"VJTnBw","yBmIfVDckW"
2396,888,"pgvUIQ",273.42,"gas",2013-11-21,"BNhEKG","rnoEvJmeUO"
2397,971,"jhhybI",208.01,"entertainment",2008-01-22,"XGXYQv","hSJpCpkSQt"
2398,614,"LifrQU",89.59,"entertainment",2012-05-17,"zPJnJv","hFMkxZciWM"
2399,640,"TbszOK",77.54,"entertainment",2021-02-02,"qKrLfL","udQaaBNHhW"
2400,226,"eYmeKG",224.84,"clothing",2020-05-16,"wxBsnV","XbgrYcoLMi"
2401,668,"wggbkS",444.39,"other",2013-09-17,"uMQOUk","bqNtDHYyKJ"
2402,707,"IWYYYc",225.62,"other",2018-05-22,"wplaXh","ffdkbnvSyr"
2403,496,"SVBsdi",288.25,"other",2010-10-04,"hkHfPQ","smVKpQZtOC"
2404,611,"spJXGi",85.91,"entertainment",2014-12-08,"BxyUTF","GkyKxbztcy"
2405,13,"HBqxWn",63.66,"groceries",2014-06-04,"kpxtQJ","LeKToLrPBb"
2406,575,"OsvFji",14.54,"other",2010-01-24,"ZjGVeU","LQNmsNDnKM"
2407,415,"WwcirW",51.01,"gas",2014-03-01,"paBYCE","XXtiXmKcyN"
2408,527,"GvoMGq",181.14,"clothing",2017-12-17,"OQyZvG","xUDxQBpwkg"
2409,94,"DGwaRI",150.84,"gas",2009-08-19,"gCUKdE","DCqVBnkXSo"
2410,667,"HOviva",380.64,"clothing",2018-06-03,"oIxBCx","QXuslqjIYT"
2411,598,"pgEtCh",213.23,"clothing",2018-04-22,"fceXZA","yoQFGdoVay"
2412,811,"iUAfkS",310.06,"entertainment",2010-06-04,"JXvjtf","SyGJaSWwUR"
2413,210,"oMwGFG",44.2,"clothing",2008-10-29,"PjjXvi","vmeeIJfKts"
2414,351,"cIdilE",262.7,"other",2010-12-29,"Xetjgt","PCysWHnHum"
2415,621,"mxJcFH",306.5,"clothing",2008-01-25,"lvTqcg","sQONUEPYxO"
2416,189,"ndHGeU",271.31,"other",2017-11-25,"hFNKuQ","odZXTQmUDc"
2417,518,"cuMkAO",462.84,"gas",2015-08-27,"ADYMGA","cwgtExpaGV"
2418,937,"YMhesz",455.1,"clothing",2021-02-08,"rodccv","fVUGByWGDB"
2419,583,"gLNprV",282.85,"other",2016-12-30,"kXjUJf","slUhNUnpzu"
2420,873,"nXQcJS",212.8,"gas",2009-09-17,"lXGRaI","pWtRPksUXR"
2421,872,"WHSHGA",259.61,"groceries",2008-05-24,"XtLOyR","VMHxUGBGbH"
2422,209,"fKXvjv",94.73,"gas",2012-01-02,"nYUllk","MrHbngnAte"
2423,604,"hXbUIr",17.07,"clothing",2014-01-14,"mPrUFJ","DiDXpeNUWL"
2424,673,"rUeeBs",466.74,"rent",2014-01-07,"ComJGC","XAuAklPJEe"
2425,657,"mHNkdY",286.1,"entertainment",2013-05-04,"KBfuRr","FlQOrBsDbx"
2426,413,"dQeSIi",303.62,"rent",2016-07-15,"IqYifT","ZIscelLQKu"
2427,973,"viDyjr",286.64,"gas",2016-11-09,"CbmYJW","hIDhSDXHvA"
2428,965,"VjLYqk",324.74,"other",2018-03-06,"sMyzbU","nTLqxVBpTf"
2429,403,"GyOIcw",464.68,"other",2016-09-14,"MhUZHB","KJMPKaSLIJ"
2430,115,"CPvgLV",354.06,"rent",2015-01-30,"KFssRd","WCHohwaTyk"
2431,934,"CdHZIs",443.29,"entertainment",2021-10-22,"vMwvEN","tKvOuMgqAI"
2432,100,"ybjxxk",182.26,"rent",2008-09-21,"YOOyiZ","IRKOunJzOv"
2433,991,"HeWXEA",467.52,"other",2013-11-14,"ccgrcf","EdoUTdCuze"
2434,711,"lkmqKg",75.56,"clothing",2017-11-17,"aXRVOR","QVIWdkZfjf"
2435,48,"yyWzRg",144.89,"gas",2012-09-17,"JQnXSX","yYMfJekfeK"
2436,644,"bMcxoU",417.88,"other",2017-09-15,"VAsQgb","gIEOIAnNhR"
2437,458,"ntNJjL",84.18,"other",2017-07-01,"kLtxDe","eNRknhTXUF"
2438,863,"uPQROt",117.52,"entertainment",2008-02-02,"ymDMUG","vQcRTHpeTX"
2439,469,"JWygIg",459.96,"gas",2014-10-27,"YmGUaA","SuJFXqdQEb"
2440,365,"obvPKG",110.58,"gas",2021-05-30,"gpgjgD","nMydKZHAuc"
2441,164,"pJruWi",9.94,"rent",2018-10-13,"wiGQKd","kLzfXPaeei"
2442,234,"MGugeH",367.61,"gas",2013-11-05,"CVdbHl","pIjPsUNoWp"
2443,282,"cJjjfB",61.48,"other",2014-06-22,"LwzNZa","yQuiWagBKr"
2444,667,"XXNOmi",176.34,"entertainment",2020-11-14,"aSsFWa","YNzIJfjrDI"
2445,683,"pgDhHT",450.99,"entertainment",2021-10-21,"IxNGCx","WRnBoqubhT"
2446,651,"JaxcaM",278.25,"groceries",2019-09-18,"UMZFnt","zIDKBICNdF"
2447,838,"QywCQl",119.59,"other",2009-01-22,"LTuvMF","RNaCoLgNXF"
2448,900,"cLsmIJ",114.25,"clothing",2008-05-26,"yOTFdq","UOKikuqrXU"
2449,22,"vmmNfv",21.71,"rent",2011-10-29,"NeIYRR","UltMDRODVH"
2450,18,"Nfwqmq",108.82,"gas",2009-09-24,"FxzWwv","XvxQKXSwEy"
2451,672,"DnWpRs",76.41,"rent",2020-01-01,"MHTHtQ","akJzUBstEZ"
2452,840,"GjSTsT",36.21,"entertainment",2008-03-29,"IuasaN","XVgACOLMtR"
2453,287,"JasIOp",227.84,"rent",2014-04-14,"SVRQzf","WxWvPBtSaW"
2454,336,"aEQGqd",407.59,"rent",2019-04-19,"rAZpVc","nVgnddtFRv"
2455,253,"YUkSUE",170.55,"gas",2021-01-27,"PEvZAg","JkeXhNiDuq"
2456,367,"HKPgIW",364.2,"gas",2021-08-29,"SLLnko","MrjXfjMlwf"
2457,512,"iIzHXw",398.09,"entertainment",2014-09-27,"MOAVwN","SVpXjEThtS"
2458,135,"NoWKrb",246.38,"groceries",2014-01-31,"HdkBTt","qqSmzkEBbC"
2459,236,"DpJOEi",278.27,"other",2017-03-04,"mWmDqh","UQaaHEKVSs"
2460,655,"yksEzU",254.97,"groceries",2012-08-29,"rklERe","XmoBEocoHb"
2461,856,"KEdUib",348.69,"gas",2017-02-21,"sHThqv","UXPMTAeGMx"
2462,712,"nPZTCg",323.86,"other",2017-05-21,"afvZPD","UNCDOqOlQA"
2463,324,"IwRtJw",260.53,"other",2011-04-05,"EZQGgB","AevVDtERUA"
2464,272,"VdsgUY",223.35,"other",2018-09-30,"nqbwen","yDLpefGRQm"
2465,182,"YOZmCf",255.38,"groceries",2015-03-13,"sCuulX","XiuIwgVHAk"
2466,773,"dwoXvf",171.96,"other",2019-04-18,"IgMNhB","MQfPOUAHzW"
2467,620,"sqAsxF",234.6,"entertainment",2010-07-10,"urZbYi","rtwNdafqQU"
2468,484,"HNXyGp",229.33,"groceries",2019-10-02,"wyoeiP","xjJXbbTUxG"
2469,604,"bJojPD",169.89,"gas",2019-06-23,"ssISxI","EBrTdeuFrU"
2470,608,"fPOkGM",192.26,"groceries",2020-09-17,"wprebv","aboTlkPrbn"
2471,707,"PhbWDw",290.9,"clothing",2020-12-07,"ZPmMuv","nPuqCCiRTv"
2472,264,"THUKqD",312.79,"entertainment",2014-03-11,"hXDndC","toczcMGHCK"
2473,280,"CAlRvK",438.86,"other",2020-10-23,"MuCmZd","uGnvLFhjdT"
2474,176,"FtVDQE",402.99,"other",2017-06-05,"oNelBy","MuXmCREujI"
2475,255,"tUcUuE",486.55,"rent",2014-05-11,"Qeemio","ctUKBHPhUe"
2476,904,"kOSrZs",184.01,"clothing",2018-01-22,"CaRkQy","VLFVLXenmN"
2477,140,"Gekjhm",405.03,"other",2013-10-27,"FiVcUu","XjHsrAfvIP"
2478,669,"vDRaLw",152.78,"clothing",2011-07-11,"wxxhTB","sEyLbmBhMW"
2479,595,"mvEWrv",360.47,"other",2018-02-02,"jrQjNJ","QCwpeRAWxf"
2480,161,"GrtKOp",214.38,"other",2010-02-01,"OZQVhm","ecdbeOjZLT"
2481,433,"dnjorV",189.36,"groceries",2016-04-08,"TdmtDc","wEyttDjTDv"
2482,974,"hEpKLd",232.43,"entertainment",2012-09-14,"tJKEpQ","wjZDZXtWjZ"
2483,699,"rjhUab",452.63,"entertainment",2021-08-20,"knulVd","LHIoUzNjoi"
2484,701,"yfSeME",106.46,"other",2019-05-26,"ffmVez","eUNdcYukDI"
2485,792,"MsVUof",375.73,"gas",2017-07-12,"ppnhdr","QwaFCvpRme"
2486,436,"KzsCfw",110.04,"clothing",2009-06-11,"htsSYX","XECbtESqCw"
2487,654,"AYSLvs",173.22,"entertainment",2013-05-24,"uERDUi","bAmUISUAVY"
2488,244,"VjeitU",306.31,"groceries",2018-05-31,"bTPqKZ","kTNIUezVaq"
2489,133,"fLgcHg",51.54,"clothing",2013-04-16,"Awbond","qreNtYUNLv"
2490,782,"xiDEcm",148.27,"gas",2019-03-11,"JpLipe","hrrkYjlLsD"
2491,541,"vhAxvl",431.37,"entertainment",2010-03-23,"hhOnYn","ZbUzQPUxoL"
2492,250,"uMqlUT",14.2,"rent",2009-01-27,"qEUInf","NIEMyJCJzi"
2493,388,"zhrJbL",409.87,"clothing",2009-08-29,"AHUmSY","ndqbaOFJwv"
2494,56,"thReEG",415.96,"gas",2017-02-09,"oTiQFI","ZQuKxznGae"
2495,397,"wjwtMV",139.12,"entertainment",2015-09-22,"QnxRTX","foWQveuvJT"
2496,849,"raYHeZ",481.37,"other",2018-02-09,"gMdeQS","rPckhWrIxL"
2497,335,"EkJITQ",405.47,"other",2010-12-27,"fcahPf","kiBQmXpEmz"
2498,975,"PBsRDe",292.2,"gas",2015-10-06,"QZVUGG","iXhtQAiTNz"
2499,511,"mgfuHc",132.23,"groceries",2020-07-03,"NzzmrP","aHlqqjrtUM"
2500,425,"YzODoI",458.02,"groceries",2015-02-23,"cPlLsc","vmJsTfTIeZ"
2501,492,"uCgFXW",401.48,"entertainment",2018-09-12,"rhqcUn","VjgFvalDTC"
2502,456,"dOIdAs",183.68,"rent",2012-08-07,"IgiAtW","ynsmSHIQRf"
2503,710,"AZgVyf",335.54,"entertainment",2014-06-25,"FPmgRG","aJmqsXAHwW"
2504,253,"wCjJYC",201.68,"other",2016-12-21,"SFIDZV","uiqVJrRopZ"
2505,493,"WICxZu",302.99,"rent",2020-09-06,"rpBoOh","KMyaHaxOLa"
2506,911,"Gyvzqb",240.46,"other",2014-12-09,"zgJTkU","NrbKHwkQlq"
2507,872,"VOVMsm",84.6,"groceries",2011-04-02,"LuKFOf","VEyLHaeYzH"
2508,317,"Abjmqc",411.37,"other",2018-06-10,"jEWPos","pxXYgwqIFV"
2509,351,"SoScTK",100.13,"clothing",2014-04-03,"FMpeHZ","PRanFnkpAj"
2510,408,"zKKSQh",181.65,"entertainment",2013-05-31,"ywYrys","JVcXXjqEpB"
2511,291,"hnSOQo",276.76,"entertainment",2018-06-11,"TAMxPE","iXqfahOKSU"
2512,197,"GtCykY",429.86,"gas",2012-01-26,"oCjlSQ","WEtVUdEiKC"
2513,717,"WNNFKS",402.22,"rent",2010-03-28,"qVzvxt","EDlRFEYdbc"
2514,789,"bEsVnm",364.22,"groceries",2015-02-02,"nKFpii","EUOxjcjDHJ"
2515,100,"senkWH",375.19,"groceries",2017-04-20,"KsNoUF","YosLlMeriX"
2516,255,"RppymG",437.6,"entertainment",2016-05-13,"xydXjE","rMIpvxrGLD"
2517,385,"JCzoMq",361.93,"clothing",2015-12-24,"JEyxja","oZFwIApCRU"
2518,464,"ibmjbU",477.13,"gas",2008-06-16,"SStVIu","zLoWmIRsit"
2519,835,"liFGQf",348.45,"clothing",2020-07-12,"wRGCpt","ziDrFixOrK"
2520,484,"HSLPXD",45.76,"clothing",2010-09-06,"upRuld","qYmdfRqmyG"
2521,371,"rMgPkF",456.71,"clothing",2019-01-25,"zWhMxB","YvxvEwKiMB"
2522,462,"FPNtkd",409.71,"groceries",2019-10-28,"MOXMBZ","nhKzpAKxtF"
2523,397,"NPbZdp",422.03,"groceries",2010-12-18,"VJCGOv","eoLhzjNnnU"
2524,930,"ppIacn",408.3,"clothing",2017-06-16,"bHFRBl","vXVhSkqHar"
2525,529,"ZIupju",248.05,"other",2015-02-14,"xCQzuA","AFGfwLWXSH"
2526,167,"piGDMB",207.48,"rent",2017-09-29,"avrRmW","GnEvhHLAik"
2527,830,"kLChYr",360.21,"other",2012-04-03,"qdVwxQ","VOKIuMrYnI"
2528,489,"orzFTr",274.45,"groceries",2015-11-07,"JeEbUK","CKfouRBRze"
2529,146,"OBLLFF",52.07,"gas",2020-07-01,"lvAWXA","iPHxwufrbU"
2530,460,"uRTXrI",265.03,"clothing",2010-07-30,"mGZFVV","wwWVhFmIGV"
2531,385,"VoLYGV",112.21,"gas",2015-12-02,"wfaFTe","WFVmVgNtoR"
2532,492,"UIOUYS",182.43,"clothing",2008-04-04,"YdYECM","ybWoHYUwUY"
2533,968,"BHGkkn",363.03,"clothing",2009-02-20,"oDaaIS","UNWZdSJvqX"
2534,64,"HxxXko",271.09,"groceries",2012-08-19,"clZwpS","gyQPgNhrFG"
2535,512,"tJUZPl",188.83,"other",2010-12-06,"kpIfAi","elzCBSlAxz"
2536,482,"ixdGAQ",44.86,"groceries",2015-12-11,"UGfGLF","yqMuiKHMqC"
2537,778,"FITIly",496.85,"entertainment",2016-05-03,"gzpcIe","cHJiMndayO"
2538,500,"gBWOus",428.63,"entertainment",2019-06-13,"zwgchO","hHUnkPrRMq"
2539,977,"UxwaYj",225.64,"clothing",2010-06-15,"YTheGC","sqoqXMlkew"
2540,794,"vldrgG",123.22,"clothing",2017-03-08,"kAuFDn","YWOHskTCiQ"
2541,737,"vrYzRP",52.65,"entertainment",2018-07-10,"llTOIN","LZCSgtHeie"
2542,737,"rKZQhf",241.73,"entertainment",2020-08-09,"Wsxwdx","AmbMnhDLWa"
2543,996,"RDsPFJ",363.27,"other",2013-06-10,"bAUnAc","tPNXnocKgf"
2544,231,"XkWtUx",153.81,"gas",2015-06-09,"GxaHCu","buGJPqxXzG"
2545,160,"suWsUf",430.42,"gas",2019-12-14,"WoRTVk","HfVVOdjGOo"
2546,244,"yJGPGx",149.87,"clothing",2021-02-20,"kWGNEx","RjwnPVxsxd"
2547,140,"wUnVnO",469.66,"other",2016-10-06,"sMRUhI","gcpqAZzbBj"
2548,455,"QNReGw",356.51,"groceries",2011-05-24,"eMqvwL","uNdldzPIMd"
2549,251,"bGcfCk",55.36,"gas",2015-12-22,"wkkCGq","erJUEUCOwO"
2550,102,"ittAuu",421.92,"rent",2017-09-13,"ZAYmBQ","fvsKPPXvRR"
2551,760,"Znpbnj",196.44,"entertainment",2019-12-20,"UuAOla","PSbAzehCxB"
2552,623,"JwFTIn",12.57,"other",2018-07-30,"KzbaUo","qKrIogTSod"
2553,875,"brmfRU",381.13,"groceries",2011-10-15,"AdsFgH","ysbFvMcWkg"
2554,65,"AzmQgS",282.23,"clothing",2014-04-03,"nvfvSN","AUhpUkvMoG"
2555,494,"TerlAg",118.54,"clothing",2008-03-16,"kcMKiM","VispeZVRhe"
2556,532,"bYmfzD",478.01,"groceries",2017-12-09,"NHGWXZ","xxIEsDYGSG"
2557,769,"yHYzLD",498.47,"rent",2008-12-23,"yaPrXk","PJKxBjMyBZ"
